route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
R002,WEEKDAY,R002_D1_T02,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKDAY,R002_D1_T03,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKDAY,R002_D1_T04,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKDAY,R002_D1_T05,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKDAY,R002_D1_T06,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKDAY,R002_D1_T07,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKDAY,R002_D1_T08,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKDAY,R002_D1_T09,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKDAY,R002_D1_T10,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKDAY,R002_D1_T11,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKDAY,R002_D1_T12,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKDAY,R002_D1_T13,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKDAY,R002_D1_T14,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKDAY,R002_D1_T15,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKEND,R002_D1_T16,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKEND,R002_D1_T17,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKEND,R002_D1_T18,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKEND,R002_D1_T19,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R002,WEEKEND,R002_D1_T20,Kaneshie to Mallam Junction,1,BLOCK_R002_1,SHAPE_R002_1
R003,WEEKDAY,R003_D0_T01,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T02,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T03,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T04,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T05,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T06,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T07,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T08,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T09,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T10,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T11,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T12,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T13,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T14,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D0_T15,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKEND,R003_D0_T16,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKEND,R003_D0_T17,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKEND,R003_D0_T18,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKEND,R003_D0_T19,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKEND,R003_D0_T20,Tema Station to Circle,0,BLOCK_R003_0,SHAPE_R003_0
R003,WEEKDAY,R003_D1_T01,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T02,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T03,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T04,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T05,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T06,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T07,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T08,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T09,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T10,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T11,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T12,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T13,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T14,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKDAY,R003_D1_T15,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKEND,R003_D1_T16,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKEND,R003_D1_T17,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKEND,R003_D1_T18,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKEND,R003_D1_T19,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R003,WEEKEND,R003_D1_T20,Tema Station to Circle,1,BLOCK_R003_1,SHAPE_R003_1
R004,WEEKDAY,R004_D0_T01,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T02,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T03,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T04,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T05,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T06,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T07,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T08,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T09,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T10,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T11,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T12,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T13,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T14,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D0_T15,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKEND,R004_D0_T16,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKEND,R004_D0_T17,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKEND,R004_D0_T18,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKEND,R004_D0_T19,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKEND,R004_D0_T20,Kasoa to Circle,0,BLOCK_R004_0,SHAPE_R004_0
R004,WEEKDAY,R004_D1_T01,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T02,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T03,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T04,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T05,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T06,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T07,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T08,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T09,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T10,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T11,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T12,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T13,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T14,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKDAY,R004_D1_T15,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKEND,R004_D1_T16,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKEND,R004_D1_T17,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKEND,R004_D1_T18,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKEND,R004_D1_T19,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R004,WEEKEND,R004_D1_T20,Kasoa to Circle,1,BLOCK_R004_1,SHAPE_R004_1
R005,WEEKDAY,R005_D0_T01,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T02,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T03,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T04,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T05,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T06,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T07,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T08,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T09,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T10,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T11,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T12,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T13,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T14,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D0_T15,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKEND,R005_D0_T16,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKEND,R005_D0_T17,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKEND,R005_D0_T18,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKEND,R005_D0_T19,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKEND,R005_D0_T20,Achimota to Lapaz,0,BLOCK_R005_0,SHAPE_R005_0
R005,WEEKDAY,R005_D1_T01,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T02,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T03,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T04,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T05,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T06,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T07,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T08,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T09,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T10,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T11,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T12,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T13,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T14,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKDAY,R005_D1_T15,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKEND,R005_D1_T16,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKEND,R005_D1_T17,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKEND,R005_D1_T18,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKEND,R005_D1_T19,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R005,WEEKEND,R005_D1_T20,Achimota to Lapaz,1,BLOCK_R005_1,SHAPE_R005_1
R006,WEEKDAY,R006_D0_T01,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T02,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T03,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T04,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T05,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T06,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T07,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T08,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T09,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T10,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T11,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T12,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T13,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T14,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D0_T15,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKEND,R006_D0_T16,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKEND,R006_D0_T17,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKEND,R006_D0_T18,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKEND,R006_D0_T19,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKEND,R006_D0_T20,Aayalolo BRT Main Line,0,BLOCK_R006_0,SHAPE_R006_0
R006,WEEKDAY,R006_D1_T01,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T02,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T03,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T04,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T05,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T06,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T07,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T08,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T09,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T10,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T11,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T12,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T13,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T14,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKDAY,R006_D1_T15,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKEND,R006_D1_T16,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKEND,R006_D1_T17,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKEND,R006_D1_T18,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKEND,R006_D1_T19,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R006,WEEKEND,R006_D1_T20,Aayalolo BRT Main Line,1,BLOCK_R006_1,SHAPE_R006_1
R007,WEEKDAY,R007_D0_T01,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D0_T02,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D0_T03,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D0_T04,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D0_T05,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D0_T06,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D0_T07,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D0_T08,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
R007,WEEKDAY,R007_D0_T09,Accra to Kumasi Express,0,BLOCK_R007_0,SHAPE_R007_0
